Age,Gender,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Previous Purchases,Preferred Payment Method,Frequency of Purchases
67,Male,Accessories,67,Idaho,M,Magenta,Winter,3.5,No,Cash,Store Pickup,No,20,Debit Card,Quarterly
33,Male,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,PayPal,Store Pickup,No,16,Bank Transfer,Fortnightly
19,Male,Accessories,62,Wyoming,XL,Beige,Fall,4.5,No,Cash,Store Pickup,No,47,Cash,Annually
25,Male,Clothing,88,Kansas,XL,White,Fall,3.0,No,Debit Card,Free Shipping,No,34,Credit Card,Annually
32,Male,Clothing,66,Georgia,M,Teal,Summer,4.4,No,PayPal,Store Pickup,No,30,Credit Card,Weekly
30,Male,Footwear,65,Kansas,M,Gray,Fall,4.7,No,Credit Card,Next Day Air,No,5,PayPal,Quarterly
18,Male,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,No,Credit Card,Standard,No,38,Cash,Quarterly
38,Male,Accessories,64,Washington,S,Olive,Spring,4.8,No,Credit Card,Free Shipping,No,18,Credit Card,Annually
22,Male,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Credit Card,Store Pickup,No,28,Cash,Annually
40,Male,Accessories,74,Washington,S,Gray,Summer,4.4,No,Venmo,Next Day Air,No,42,Credit Card,Fortnightly
54,Male,Accessories,50,Kansas,M,Green,Fall,3.7,No,Debit Card,Free Shipping,No,5,Credit Card,Weekly
70,Male,Clothing,97,Minnesota,M,Silver,Fall,3.9,No,Bank Transfer,Express,No,50,Venmo,Monthly
52,Male,Footwear,36,Colorado,S,Teal,Spring,3.8,No,Debit Card,Express,No,33,Venmo,Fortnightly
34,Male,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Cash,Store Pickup,No,1,Credit Card,Weekly
65,Male,Footwear,64,North Carolina,L,Lavender,Spring,4.0,No,Bank Transfer,Store Pickup,No,14,Cash,Fortnightly
38,Male,Clothing,31,Florida,XL,Gray,Summer,4.5,No,Credit Card,Express,No,48,Credit Card,Monthly
35,Male,Footwear,66,New Hampshire,S,Yellow,Winter,4.0,No,Cash,Express,No,26,Cash,Weekly
40,Male,Clothing,82,Illinois,M,Gray,Spring,4.5,No,Credit Card,2-Day Shipping,No,44,Credit Card,Annually
23,Male,Clothing,88,Louisiana,M,Yellow,Winter,2.7,No,Venmo,Standard,No,18,Debit Card,Fortnightly
45,Male,Footwear,34,Alabama,S,Black,Summer,3.8,No,Bank Transfer,Next Day Air,No,31,Venmo,Every 3 Months
40,Male,Footwear,84,Florida,L,Beige,Winter,3.8,No,Credit Card,Standard,No,18,Debit Card,Weekly
42,Male,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,Bank Transfer,2-Day Shipping,No,41,Credit Card,Every 3 Months
57,Male,Footwear,71,California,L,Green,Winter,4.3,No,Credit Card,Next Day Air,No,18,Debit Card,Every 3 Months
18,Male,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Bank Transfer,Free Shipping,No,3,Bank Transfer,Bi-Weekly
18,Male,Clothing,66,Nevada,M,Orange,Spring,3.8,No,PayPal,Next Day Air,No,5,Credit Card,Bi-Weekly
56,Male,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,Cash,2-Day Shipping,No,13,Debit Card,Annually
35,Male,Clothing,37,South Carolina,M,Gold,Summer,4.8,No,Credit Card,2-Day Shipping,No,22,PayPal,Annually
49,Male,Clothing,90,Delaware,L,Gray,Fall,4.9,No,Venmo,Free Shipping,No,45,PayPal,Fortnightly
49,Male,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Cash,Store Pickup,No,39,PayPal,Every 3 Months
34,Male,Accessories,37,Florida,L,Teal,Summer,4.4,No,PayPal,Next Day Air,No,18,Venmo,Annually
63,Male,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Cash,Free Shipping,No,19,PayPal,Fortnightly
42,Male,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,No,Bank Transfer,Next Day Air,No,29,Debit Card,Weekly
41,Male,Footwear,89,Colorado,L,Pink,Summer,4.6,No,Venmo,Store Pickup,No,19,Credit Card,Weekly
26,Male,Footwear,94,Virginia,L,Gold,Fall,3.8,No,PayPal,Free Shipping,No,22,Debit Card,Monthly
48,Male,Footwear,96,Nebraska,S,Maroon,Summer,3.9,No,Venmo,Express,No,21,Bank Transfer,Annually
62,Male,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,Credit Card,Store Pickup,No,22,PayPal,Monthly
24,Male,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Venmo,Store Pickup,No,44,PayPal,Every 3 Months
48,Male,Outerwear,39,Michigan,L,Teal,Spring,4.6,No,Venmo,Store Pickup,No,42,Bank Transfer,Quarterly
31,Male,Clothing,22,California,M,Turquoise,Fall,5.0,No,Debit Card,Standard,No,33,Credit Card,Quarterly
41,Male,Clothing,32,Tennessee,L,Olive,Fall,4.2,No,PayPal,Standard,No,6,Bank Transfer,Annually
24,Male,Clothing,71,Ohio,L,Cyan,Winter,4.3,No,Bank Transfer,Store Pickup,No,44,Credit Card,Every 3 Months
60,Male,Clothing,96,Florida,XL,Beige,Spring,3.3,No,Venmo,Free Shipping,No,24,Cash,Annually
38,Male,Accessories,82,Missouri,M,Blue,Fall,4.9,No,Venmo,Express,No,16,PayPal,Quarterly
58,Male,Accessories,76,South Carolina,L,Gold,Spring,4.4,No,Cash,Standard,No,12,Bank Transfer,Fortnightly
53,Male,Accessories,22,Arizona,M,Green,Winter,3.1,No,Venmo,2-Day Shipping,No,50,PayPal,Monthly
44,Male,Accessories,40,Indiana,XL,Green,Winter,3.5,No,PayPal,Store Pickup,No,42,Cash,Quarterly
51,Male,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,No,Bank Transfer,2-Day Shipping,No,50,PayPal,Monthly
36,Male,Outerwear,94,Montana,XL,Yellow,Fall,3.9,No,Bank Transfer,Store Pickup,No,10,PayPal,Quarterly
20,Male,Clothing,44,Missouri,M,Yellow,Fall,4.3,No,Bank Transfer,Store Pickup,No,32,Debit Card,Weekly
32,Male,Accessories,49,Kentucky,S,Blue,Spring,3.8,No,Venmo,Express,No,37,Venmo,Weekly
66,Male,Clothing,26,Georgia,L,Charcoal,Spring,2.7,No,Credit Card,2-Day Shipping,No,15,Bank Transfer,Monthly
49,Male,Clothing,38,Kentucky,M,Yellow,Fall,4.4,No,Credit Card,Store Pickup,No,27,Credit Card,Annually
27,Male,Clothing,72,Georgia,L,Purple,Spring,3.5,No,Debit Card,Express,No,7,Venmo,Weekly
29,Male,Clothing,99,Alaska,M,Green,Summer,3.4,No,Cash,Free Shipping,No,49,PayPal,Quarterly
29,Male,Outerwear,38,Maine,L,Charcoal,Spring,4.0,No,Venmo,Standard,No,44,PayPal,Monthly
55,Male,Outerwear,96,New Mexico,L,Silver,Winter,4.8,No,Credit Card,Express,No,13,PayPal,Bi-Weekly
57,Male,Clothing,27,New York,L,Turquoise,Spring,4.5,No,Cash,Next Day Air,No,38,PayPal,Fortnightly
29,Male,Clothing,24,Oklahoma,M,Gray,Winter,4.4,No,PayPal,Standard,No,10,Debit Card,Weekly
31,Male,Clothing,82,Wyoming,L,Red,Summer,4.1,No,Bank Transfer,2-Day Shipping,No,25,Debit Card,Weekly
25,Male,Accessories,56,Alabama,M,Beige,Summer,4.6,No,Bank Transfer,Next Day Air,No,18,Credit Card,Quarterly
61,Male,Accessories,25,Maryland,M,Maroon,Fall,3.8,No,Cash,Store Pickup,No,6,Cash,Every 3 Months
53,Male,Footwear,67,West Virginia,L,Indigo,Spring,2.9,No,Bank Transfer,Free Shipping,No,35,Bank Transfer,Quarterly
22,Male,Footwear,21,Kentucky,M,Red,Summer,2.8,No,Bank Transfer,Standard,No,31,Credit Card,Fortnightly
28,Male,Clothing,27,Kansas,XL,Maroon,Summer,3.0,No,Bank Transfer,Store Pickup,No,41,Bank Transfer,Annually
18,Male,Footwear,97,Idaho,S,Red,Fall,4.2,No,Debit Card,2-Day Shipping,No,8,Credit Card,Annually
44,Male,Accessories,45,Ohio,S,Black,Winter,4.1,No,Cash,Free Shipping,No,34,Credit Card,Fortnightly
32,Male,Clothing,63,Iowa,XL,Black,Fall,4.1,No,Cash,Express,No,20,Venmo,Annually
34,Male,Accessories,100,Michigan,L,Pink,Summer,4.6,No,Cash,2-Day Shipping,No,38,PayPal,Every 3 Months
67,Male,Clothing,38,South Dakota,L,Blue,Spring,2.5,No,PayPal,Store Pickup,No,35,Venmo,Quarterly
66,Male,Clothing,45,Nebraska,L,Green,Summer,3.0,No,PayPal,Store Pickup,No,6,Debit Card,Annually
28,Male,Accessories,91,California,M,Orange,Fall,3.8,No,Credit Card,Next Day Air,No,50,PayPal,Weekly
70,Male,Clothing,82,Nevada,M,Orange,Fall,4.1,No,PayPal,Free Shipping,No,47,Venmo,Weekly
37,Male,Footwear,48,Kansas,L,Magenta,Winter,3.3,No,Venmo,Standard,No,23,PayPal,Quarterly
28,Male,Outerwear,30,Ohio,M,Indigo,Spring,5.0,No,PayPal,2-Day Shipping,No,13,Credit Card,Quarterly
43,Male,Clothing,34,Vermont,S,Beige,Spring,3.8,No,Debit Card,Next Day Air,No,31,Debit Card,Monthly
37,Male,Clothing,68,Georgia,L,Green,Fall,3.3,No,PayPal,Express,No,16,Debit Card,Every 3 Months
54,Male,Accessories,95,Maryland,M,Red,Winter,5.0,No,Venmo,Express,No,40,Debit Card,Annually
50,Male,Accessories,22,Connecticut,L,Beige,Spring,2.9,No,Credit Card,2-Day Shipping,No,45,PayPal,Quarterly
46,Male,Accessories,88,Washington,M,Green,Fall,2.5,No,PayPal,Next Day Air,No,50,Venmo,Every 3 Months
60,Male,Clothing,83,California,M,Orange,Summer,4.7,No,PayPal,Standard,No,1,Bank Transfer,Quarterly
40,Male,Accessories,87,Montana,L,Cyan,Spring,2.9,No,PayPal,2-Day Shipping,No,10,Cash,Every 3 Months
64,Male,Outerwear,57,Idaho,M,Violet,Summer,3.7,No,Debit Card,Store Pickup,No,48,Credit Card,Every 3 Months
18,Male,Outerwear,88,Pennsylvania,XL,Lavender,Summer,4.4,No,Venmo,2-Day Shipping,No,38,Credit Card,Monthly
37,Male,Clothing,20,Maine,L,Turquoise,Winter,2.9,No,Debit Card,Next Day Air,No,21,Debit Card,Annually
36,Male,Accessories,39,Montana,L,Pink,Summer,3.6,No,Cash,Store Pickup,No,38,Venmo,Monthly
51,Male,Accessories,71,New Jersey,S,Beige,Spring,4.8,No,Bank Transfer,2-Day Shipping,No,31,Credit Card,Fortnightly
26,Male,Clothing,73,Louisiana,L,Silver,Winter,4.7,No,Bank Transfer,Free Shipping,No,9,Debit Card,Fortnightly
68,Male,Accessories,63,Maine,M,Gold,Summer,2.6,No,Cash,Free Shipping,No,47,Cash,Weekly
27,Male,Accessories,78,Florida,L,Silver,Winter,3.4,No,Cash,Standard,No,8,Cash,Bi-Weekly
28,Male,Clothing,96,Missouri,L,Green,Fall,3.5,No,Bank Transfer,Next Day Air,No,30,Debit Card,Annually
49,Male,Accessories,81,North Dakota,M,Teal,Winter,3.4,No,Bank Transfer,2-Day Shipping,No,22,Bank Transfer,Quarterly
70,Male,Clothing,95,Connecticut,S,Gold,Fall,5.0,No,Cash,2-Day Shipping,No,3,Bank Transfer,Quarterly
30,Male,Accessories,68,Virginia,M,Cyan,Spring,4.6,No,Credit Card,Standard,No,15,PayPal,Monthly
27,Male,Footwear,28,Montana,L,Gold,Spring,4.8,No,PayPal,2-Day Shipping,No,10,Bank Transfer,Every 3 Months
19,Male,Clothing,30,Vermont,L,Violet,Summer,3.7,No,PayPal,Free Shipping,No,19,Cash,Every 3 Months
64,Male,Clothing,31,Georgia,M,Black,Summer,4.7,No,Venmo,Next Day Air,No,36,Bank Transfer,Fortnightly
42,Male,Accessories,95,Virginia,XL,Brown,Winter,4.4,No,Venmo,Express,No,12,Bank Transfer,Every 3 Months
69,Male,Clothing,79,Vermont,M,Indigo,Winter,3.5,No,Cash,2-Day Shipping,No,49,Debit Card,Quarterly
28,Male,Footwear,39,Montana,L,Yellow,Winter,3.8,No,Credit Card,Standard,No,7,Debit Card,Annually
47,Male,Outerwear,34,New Jersey,M,Purple,Summer,4.7,No,Debit Card,Next Day Air,No,28,Bank Transfer,Monthly
69,Male,Clothing,28,Wyoming,L,White,Spring,3.1,No,PayPal,Store Pickup,No,30,Credit Card,Annually
56,Male,Footwear,38,Maine,XL,Turquoise,Winter,5.0,No,Debit Card,Free Shipping,No,29,PayPal,Monthly
28,Male,Footwear,55,New Mexico,M,Olive,Spring,3.7,No,Credit Card,Free Shipping,No,9,Debit Card,Every 3 Months
50,Male,Footwear,31,Colorado,M,Beige,Winter,3.0,No,PayPal,Next Day Air,No,27,Debit Card,Fortnightly
39,Male,Outerwear,84,Connecticut,S,Lavender,Spring,4.5,No,Cash,Store Pickup,No,21,Venmo,Fortnightly
35,Male,Accessories,93,Maryland,L,White,Winter,4.7,No,Bank Transfer,Express,No,36,Credit Card,Monthly
59,Male,Outerwear,28,Oregon,L,Brown,Winter,3.5,No,Debit Card,Free Shipping,No,19,Debit Card,Annually
44,Male,Footwear,55,New York,M,Charcoal,Summer,4.4,No,Debit Card,2-Day Shipping,No,47,Cash,Weekly
66,Male,Clothing,63,Oklahoma,L,Maroon,Winter,2.6,No,Cash,Standard,No,38,Bank Transfer,Annually
20,Male,Clothing,94,Alabama,M,Red,Winter,4.2,No,Credit Card,2-Day Shipping,No,22,Venmo,Bi-Weekly
45,Male,Clothing,36,North Dakota,M,Maroon,Fall,2.6,No,Credit Card,Express,No,29,Venmo,Bi-Weekly
49,Male,Accessories,97,Nebraska,S,Teal,Spring,4.8,No,Venmo,Free Shipping,No,42,Bank Transfer,Annually
60,Male,Accessories,63,Arizona,L,Orange,Summer,2.9,No,Venmo,Store Pickup,No,47,PayPal,Every 3 Months
61,Male,Accessories,77,Illinois,S,Olive,Spring,4.3,No,Credit Card,2-Day Shipping,No,10,Credit Card,Bi-Weekly
36,Male,Accessories,53,South Carolina,XL,Olive,Fall,2.6,No,Credit Card,Store Pickup,No,10,Venmo,Monthly
33,Male,Clothing,77,Kansas,M,Beige,Spring,3.8,No,Cash,Next Day Air,No,1,PayPal,Every 3 Months
49,Male,Footwear,79,Kansas,L,Green,Summer,4.2,No,Credit Card,Standard,No,7,Credit Card,Monthly
31,Male,Outerwear,37,Idaho,M,Black,Summer,3.9,No,Venmo,Store Pickup,No,10,Venmo,Fortnightly
19,Male,Accessories,94,California,M,Green,Winter,3.1,No,Cash,Free Shipping,No,11,Credit Card,Weekly
39,Male,Footwear,76,North Dakota,S,Violet,Fall,3.6,No,PayPal,Store Pickup,No,5,Cash,Annually
66,Male,Footwear,68,Georgia,S,Silver,Fall,4.0,No,PayPal,Express,No,21,PayPal,Quarterly
25,Male,Clothing,65,Illinois,L,Maroon,Spring,3.4,No,Cash,Next Day Air,No,24,Bank Transfer,Quarterly
63,Male,Clothing,24,Delaware,M,Cyan,Summer,2.6,No,Venmo,Standard,No,37,Credit Card,Fortnightly
56,Male,Outerwear,31,Connecticut,L,Teal,Summer,4.5,No,Cash,Express,No,22,Venmo,Every 3 Months
20,Male,Clothing,89,Tennessee,M,Olive,Fall,4.9,No,Credit Card,Standard,No,16,Debit Card,Fortnightly
58,Male,Clothing,49,Maryland,M,Red,Summer,4.4,No,Venmo,2-Day Shipping,No,44,PayPal,Monthly
34,Male,Footwear,92,Rhode Island,XL,Lavender,Fall,3.5,No,Credit Card,Express,No,14,Venmo,Bi-Weekly
28,Male,Clothing,32,New York,S,Orange,Winter,3.3,No,Bank Transfer,Express,No,23,Bank Transfer,Every 3 Months
22,Male,Outerwear,67,New Mexico,L,Brown,Winter,3.1,No,Bank Transfer,Standard,No,46,Debit Card,Fortnightly
37,Male,Accessories,64,California,S,Gray,Fall,4.2,No,Credit Card,Express,No,46,Cash,Every 3 Months
54,Male,Footwear,84,Maine,M,Orange,Spring,4.9,No,PayPal,Next Day Air,No,16,PayPal,Every 3 Months
65,Male,Clothing,34,New York,M,Orange,Fall,3.9,No,Venmo,Standard,No,40,Credit Card,Every 3 Months
57,Male,Footwear,26,Hawaii,M,Turquoise,Winter,4.2,No,Bank Transfer,Free Shipping,No,21,Cash,Annually
38,Male,Clothing,50,New Hampshire,S,Cyan,Fall,4.9,No,Credit Card,Store Pickup,No,25,PayPal,Bi-Weekly
70,Male,Footwear,46,Nebraska,M,Yellow,Fall,2.8,No,Credit Card,Store Pickup,No,25,Bank Transfer,Quarterly
56,Male,Accessories,71,Montana,M,White,Fall,4.1,No,Credit Card,Standard,No,25,Debit Card,Every 3 Months
56,Male,Clothing,78,Wisconsin,M,Blue,Summer,4.8,No,Cash,Next Day Air,No,27,Venmo,Monthly
22,Male,Clothing,35,Tennessee,S,Purple,Winter,4.1,No,PayPal,Next Day Air,No,12,Cash,Monthly
57,Male,Accessories,58,Montana,M,Gray,Summer,3.0,No,Bank Transfer,Free Shipping,No,27,Debit Card,Quarterly
53,Male,Clothing,67,Michigan,L,Cyan,Fall,4.2,No,Bank Transfer,2-Day Shipping,No,40,Credit Card,Bi-Weekly
53,Male,Clothing,93,Texas,L,Pink,Spring,3.8,No,Bank Transfer,Standard,No,38,Credit Card,Quarterly
19,Male,Accessories,81,Pennsylvania,S,Gold,Spring,3.3,No,Venmo,2-Day Shipping,No,44,Bank Transfer,Every 3 Months
49,Male,Accessories,80,New York,L,Silver,Fall,4.7,No,Debit Card,2-Day Shipping,No,27,Venmo,Every 3 Months
44,Male,Accessories,64,Alabama,M,Gray,Spring,4.3,No,Cash,2-Day Shipping,No,30,Credit Card,Every 3 Months
27,Male,Clothing,41,Virginia,M,Brown,Fall,2.7,No,Venmo,Standard,No,24,Credit Card,Monthly
60,Male,Clothing,79,Pennsylvania,XL,Pink,Winter,4.2,No,PayPal,Express,No,38,Cash,Bi-Weekly
62,Male,Accessories,60,Mississippi,L,Maroon,Winter,4.2,No,Credit Card,Free Shipping,No,4,PayPal,Quarterly
52,Male,Footwear,91,Wyoming,S,Peach,Winter,2.5,No,Cash,Next Day Air,No,32,Venmo,Monthly
30,Male,Footwear,66,New Mexico,L,Brown,Winter,3.6,No,PayPal,Express,No,32,Credit Card,Fortnightly
66,Male,Clothing,85,North Dakota,L,Green,Winter,3.4,No,Bank Transfer,Standard,No,28,Bank Transfer,Bi-Weekly
29,Male,Accessories,38,New Jersey,M,Lavender,Summer,3.3,No,Credit Card,Standard,No,6,Debit Card,Every 3 Months
24,Male,Clothing,23,Vermont,M,Cyan,Winter,4.6,No,Debit Card,Standard,No,24,PayPal,Monthly
51,Male,Footwear,71,Alaska,M,Black,Spring,3.9,No,Debit Card,Store Pickup,No,38,Venmo,Weekly
67,Male,Clothing,25,Indiana,M,Charcoal,Winter,3.7,No,PayPal,Next Day Air,No,28,Debit Card,Annually
50,Male,Footwear,39,Alabama,XL,Silver,Spring,3.1,No,Debit Card,Express,No,9,PayPal,Fortnightly
37,Male,Clothing,20,Michigan,M,Gray,Spring,4.9,No,Bank Transfer,Express,No,21,Debit Card,Every 3 Months
69,Male,Accessories,73,Washington,L,Peach,Winter,4.7,No,Cash,Standard,No,31,Debit Card,Monthly
60,Male,Accessories,63,Virginia,L,Peach,Fall,2.9,No,PayPal,Next Day Air,No,18,Credit Card,Quarterly
21,Male,Accessories,94,Tennessee,XL,Cyan,Spring,4.1,No,Venmo,Express,No,5,Cash,Weekly
44,Male,Clothing,94,South Dakota,L,Magenta,Fall,4.0,No,Venmo,Next Day Air,No,22,Cash,Annually
26,Male,Accessories,71,New Hampshire,L,Teal,Summer,2.7,No,Debit Card,Store Pickup,No,37,PayPal,Bi-Weekly
40,Male,Accessories,77,South Dakota,M,Peach,Spring,4.0,No,Credit Card,2-Day Shipping,No,22,Debit Card,Monthly
41,Male,Accessories,66,Pennsylvania,M,Black,Fall,2.5,No,Credit Card,Next Day Air,No,36,PayPal,Fortnightly
62,Male,Footwear,23,Wisconsin,M,Teal,Summer,4.5,No,Bank Transfer,Free Shipping,No,23,PayPal,Annually
39,Male,Clothing,60,California,M,Turquoise,Spring,3.9,No,Debit Card,Express,No,44,Debit Card,Weekly
53,Male,Accessories,72,Rhode Island,L,Gold,Spring,4.9,No,Cash,2-Day Shipping,No,25,Bank Transfer,Annually
24,Male,Clothing,35,Alabama,L,Green,Winter,3.3,No,Debit Card,2-Day Shipping,No,40,PayPal,Quarterly
41,Male,Accessories,31,Oklahoma,M,Brown,Fall,3.8,No,Venmo,Express,No,12,PayPal,Weekly
19,Male,Clothing,33,Illinois,L,Blue,Summer,2.9,No,Credit Card,Standard,No,14,Venmo,Monthly
36,Male,Accessories,95,Tennessee,M,Gold,Summer,4.0,No,Credit Card,2-Day Shipping,No,14,Debit Card,Monthly
21,Male,Clothing,68,Alabama,M,Peach,Fall,4.1,No,Credit Card,Store Pickup,No,10,Debit Card,Annually
25,Male,Outerwear,87,Kansas,M,Violet,Spring,3.1,No,Cash,Store Pickup,No,17,Bank Transfer,Every 3 Months
65,Male,Clothing,64,Arizona,XL,Yellow,Winter,4.6,No,Debit Card,Express,No,24,Debit Card,Fortnightly
42,Male,Clothing,74,Michigan,M,Black,Winter,4.6,No,PayPal,Next Day Air,No,31,Bank Transfer,Quarterly
40,Male,Clothing,62,Missouri,L,Silver,Spring,2.6,No,Cash,2-Day Shipping,No,36,Cash,Annually
58,Male,Clothing,97,Louisiana,M,Brown,Winter,5.0,No,Debit Card,2-Day Shipping,No,38,PayPal,Every 3 Months
40,Male,Footwear,47,Connecticut,L,Peach,Fall,2.9,No,Cash,2-Day Shipping,No,23,Debit Card,Fortnightly
62,Male,Clothing,83,Connecticut,M,Cyan,Winter,3.5,No,Debit Card,2-Day Shipping,No,47,PayPal,Bi-Weekly
38,Male,Clothing,82,Oregon,M,Olive,Spring,3.7,No,Credit Card,2-Day Shipping,No,20,Venmo,Weekly
37,Male,Accessories,26,West Virginia,L,Black,Fall,2.9,No,Bank Transfer,Store Pickup,No,41,Venmo,Monthly
65,Male,Outerwear,81,Florida,M,Orange,Winter,4.3,No,PayPal,Free Shipping,No,44,Bank Transfer,Fortnightly
55,Male,Clothing,44,New Hampshire,L,Beige,Spring,3.2,No,Debit Card,Store Pickup,No,31,Cash,Monthly
43,Male,Accessories,88,Oregon,M,Peach,Winter,4.2,No,PayPal,Next Day Air,No,11,Credit Card,Bi-Weekly
43,Male,Footwear,76,Oregon,M,Pink,Winter,4.2,No,Cash,Standard,No,25,PayPal,Bi-Weekly
45,Male,Accessories,89,Utah,M,Brown,Winter,3.8,No,PayPal,Free Shipping,No,31,Cash,Weekly
64,Male,Clothing,22,Missouri,M,Magenta,Fall,4.4,No,Bank Transfer,Standard,No,40,Debit Card,Weekly
28,Male,Clothing,33,West Virginia,L,Cyan,Winter,3.1,No,Venmo,2-Day Shipping,No,23,Credit Card,Bi-Weekly
69,Male,Clothing,97,California,XL,Silver,Fall,5.0,No,Venmo,Standard,No,5,Debit Card,Quarterly
54,Male,Accessories,57,California,M,Indigo,Winter,4.7,No,Venmo,Standard,No,26,PayPal,Weekly
52,Male,Clothing,38,Illinois,M,Beige,Summer,3.0,No,Credit Card,Express,No,11,Credit Card,Bi-Weekly
23,Male,Footwear,55,Hawaii,XL,Black,Fall,4.2,No,PayPal,Next Day Air,No,44,Debit Card,Every 3 Months
26,Male,Accessories,37,Washington,L,Yellow,Spring,3.0,No,Credit Card,Store Pickup,No,47,Cash,Every 3 Months
48,Male,Footwear,43,Wisconsin,M,Maroon,Summer,3.7,No,Venmo,Free Shipping,No,46,PayPal,Monthly
49,Male,Clothing,96,Virginia,M,Cyan,Summer,2.7,No,Debit Card,Free Shipping,No,35,Cash,Every 3 Months
53,Male,Outerwear,51,Oregon,M,Pink,Winter,4.3,No,Debit Card,2-Day Shipping,No,8,Bank Transfer,Bi-Weekly
69,Male,Clothing,95,Pennsylvania,XL,Violet,Fall,2.7,No,Bank Transfer,2-Day Shipping,No,30,Bank Transfer,Weekly
26,Male,Clothing,26,Virginia,M,Lavender,Summer,3.7,No,PayPal,Next Day Air,No,14,Credit Card,Bi-Weekly
21,Male,Outerwear,34,Hawaii,XL,Lavender,Fall,4.3,No,Cash,Standard,No,30,Bank Transfer,Weekly
59,Male,Footwear,83,Nebraska,S,Black,Summer,4.0,No,Cash,Next Day Air,No,26,Credit Card,Every 3 Months
21,Male,Accessories,24,Alaska,M,Olive,Fall,3.3,No,Bank Transfer,Standard,No,32,Venmo,Fortnightly
22,Male,Clothing,69,Michigan,S,Indigo,Fall,4.0,No,Bank Transfer,Next Day Air,No,47,Cash,Every 3 Months
26,Male,Clothing,40,North Carolina,M,Blue,Fall,2.7,No,Venmo,Next Day Air,No,11,Credit Card,Every 3 Months
41,Male,Outerwear,87,North Carolina,S,Green,Winter,4.2,No,PayPal,Free Shipping,No,28,PayPal,Annually
37,Male,Footwear,46,Minnesota,L,Pink,Spring,4.6,No,PayPal,Standard,No,2,Debit Card,Every 3 Months
30,Male,Accessories,82,Georgia,M,Peach,Winter,4.8,No,Credit Card,Store Pickup,No,45,Credit Card,Weekly
49,Male,Accessories,81,West Virginia,M,Purple,Summer,2.8,No,PayPal,Free Shipping,No,7,Credit Card,Every 3 Months
49,Male,Accessories,57,Delaware,M,Peach,Winter,4.5,No,Debit Card,Next Day Air,No,28,Bank Transfer,Bi-Weekly
58,Male,Footwear,49,North Dakota,S,Olive,Summer,3.0,No,Venmo,2-Day Shipping,No,34,Bank Transfer,Quarterly
70,Male,Outerwear,42,Florida,M,Olive,Fall,4.6,No,Venmo,Free Shipping,No,26,Debit Card,Every 3 Months
27,Male,Outerwear,26,Oregon,M,Purple,Spring,3.3,No,Debit Card,Standard,No,45,Cash,Quarterly
65,Male,Clothing,38,Idaho,M,Violet,Spring,4.4,No,PayPal,Next Day Air,No,34,Debit Card,Annually
57,Male,Footwear,57,Virginia,XL,Maroon,Summer,4.4,No,PayPal,Standard,No,47,Credit Card,Fortnightly
20,Male,Outerwear,100,North Dakota,XL,White,Summer,4.3,No,Cash,Express,No,42,Cash,Quarterly
34,Male,Clothing,73,Alabama,S,Olive,Fall,3.4,No,Cash,Express,No,27,Bank Transfer,Every 3 Months
59,Male,Outerwear,66,Hawaii,M,Peach,Winter,2.8,No,PayPal,Store Pickup,No,43,Venmo,Monthly
54,Male,Clothing,73,Oregon,M,Blue,Spring,3.4,No,Cash,Standard,No,16,Cash,Bi-Weekly
36,Male,Accessories,45,Utah,M,Brown,Spring,5.0,No,Cash,Store Pickup,No,40,Credit Card,Monthly
21,Male,Footwear,27,Hawaii,S,Black,Fall,4.5,No,Cash,Free Shipping,No,29,Cash,Bi-Weekly
52,Male,Clothing,24,Connecticut,M,Yellow,Fall,2.7,No,Credit Card,Store Pickup,No,38,Credit Card,Quarterly
43,Male,Footwear,59,Wyoming,XL,Magenta,Winter,3.4,No,Credit Card,Store Pickup,No,34,Credit Card,Weekly
32,Male,Clothing,20,Delaware,S,Cyan,Winter,3.4,No,Cash,Express,No,30,Venmo,Weekly
55,Male,Accessories,44,Arkansas,M,Maroon,Summer,2.8,No,Cash,Standard,No,45,Bank Transfer,Annually
31,Male,Clothing,90,Indiana,M,Red,Spring,4.7,No,Bank Transfer,Standard,No,47,Bank Transfer,Annually
45,Male,Accessories,36,California,M,Black,Fall,4.7,No,Credit Card,Free Shipping,No,5,Credit Card,Monthly
53,Male,Clothing,95,Wyoming,L,Violet,Winter,4.7,No,PayPal,Free Shipping,No,50,Debit Card,Bi-Weekly
24,Male,Accessories,30,South Dakota,M,Green,Spring,3.4,No,Venmo,2-Day Shipping,No,24,Bank Transfer,Bi-Weekly
